name,constituency,email,website,office_type,office_title,office_address,office_city,office_province,office_postal_code,office_note,office_phone,office_fax,source,time_retrieved
Peter Fragiskatos,London North Centre,peter.fragiskatos@parl.gc.ca,http://peterfragiskatos.libparl.ca,Constituency Office,Main office -  London,,London,Ontario,N6A 1N6,,519-663-9777,519-663-2238,https://www.ourcommons.ca/members/en/peter-fragiskatos(88827),1705764558727
The Honourable Sean Fraser,Central Nova,sean.fraser@parl.gc.ca,http://www.seanfrasermp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-6022,613-992-2337,https://www.ourcommons.ca/members/en/sean-fraser(88316),1705764558727
The Honourable Sean Fraser,Central Nova,sean.fraser@parl.gc.ca,http://www.seanfrasermp.ca,Constituency Office,Antigonish,,Antigonish,Nova Scotia,B2G 2B6,,902-867-2919,902-735-7103,https://www.ourcommons.ca/members/en/sean-fraser(88316),1705764558727
The Honourable Sean Fraser,Central Nova,sean.fraser@parl.gc.ca,http://www.seanfrasermp.ca,Constituency Office,Main office -  New Glasgow,,New Glasgow,Nova Scotia,B2H 4M5,,1-844-641-5886,902-752-0284,https://www.ourcommons.ca/members/en/sean-fraser(88316),1705764558727
The Honourable Chrystia Freeland,University—Rosedale,chrystia.freeland@parl.gc.ca,http://www.chrystiafreelandmp.com,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-5234,613-996-9607,https://www.ourcommons.ca/members/en/chrystia-freeland(84665),1705764558727
The Honourable Chrystia Freeland,University—Rosedale,chrystia.freeland@parl.gc.ca,http://www.chrystiafreelandmp.com,Constituency Office,Main office -  Toronto,,Toronto,Ontario,M5S 3A7,,416-928-1451,416-928-2377,https://www.ourcommons.ca/members/en/chrystia-freeland(84665),1705764558727
The Honourable Hedy Fry,Vancouver Centre,hedy.fry@parl.gc.ca,http://www.hedyfry.com,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-3213,613-995-0056,https://www.ourcommons.ca/members/en/hedy-fry(1589),1705764558727
The Honourable Hedy Fry,Vancouver Centre,hedy.fry@parl.gc.ca,http://www.hedyfry.com,Constituency Office,Main office -  Vancouver,,Vancouver,British Columbia,V6G 2M6,,604-666-0135,604-666-0114,https://www.ourcommons.ca/members/en/hedy-fry(1589),1705764558727
Iqwinder Gaheer,Mississauga—Malton,iqwinder.gaheer@parl.gc.ca,,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-7784,613-996-9817,https://www.ourcommons.ca/members/en/iqwinder-gaheer(110534),1705764558727
Iqwinder Gaheer,Mississauga—Malton,iqwinder.gaheer@parl.gc.ca,,Constituency Office,Main office -  Mississauga,,Mississauga,Ontario,L4Z 3N1,,905-890-9012,905-890-7551,https://www.ourcommons.ca/members/en/iqwinder-gaheer(110534),1705764558727
Anna Gainey,Notre-Dame-de-Grâce—Westmount,anna.gainey@parl.gc.ca,,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-7267,613-995-8632,https://www.ourcommons.ca/members/en/anna-gainey(115736),1705764558727
Anna Gainey,Notre-Dame-de-Grâce—Westmount,anna.gainey@parl.gc.ca,,Constituency Office,Main office -  Montréal,,Montréal,Quebec,H4A 1T6,,514-481-1897,,https://www.ourcommons.ca/members/en/anna-gainey(115736),1705764558727
Cheryl Gallant,Renfrew—Nipissing—Pembroke,cheryl.gallant@parl.gc.ca,http://cherylgallant.com,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-7712,613-995-2561,https://www.ourcommons.ca/members/en/cheryl-gallant(1809),1705764558727
Cheryl Gallant,Renfrew—Nipissing—Pembroke,cheryl.gallant@parl.gc.ca,http://cherylgallant.com,Constituency Office,Main office -  Pembroke,,Pembroke,Ontario,K8A 5S5,,613-732-4404,613-732-4697,https://www.ourcommons.ca/members/en/cheryl-gallant(1809),1705764558727
Jean-Denis Garon,Mirabel,jean-denis.garon@parl.gc.ca,http://jdgaron.quebec,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-1227,613-992-1245,https://www.ourcommons.ca/members/en/jean-denis-garon(110189),1705764558727
Jean-Denis Garon,Mirabel,jean-denis.garon@parl.gc.ca,http://jdgaron.quebec,Constituency Office,Main office -  Mirabel,,Mirabel,Quebec,J7J 1H1,,450-430-5535,450-430-5155,https://www.ourcommons.ca/members/en/jean-denis-garon(110189),1705764558727
Randall Garrison,Esquimalt—Saanich—Sooke,randall.garrison@parl.gc.ca,http://randallgarrison.ndp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-2625,613-996-9779,https://www.ourcommons.ca/members/en/randall-garrison(71995),1705764558727
Randall Garrison,Esquimalt—Saanich—Sooke,randall.garrison@parl.gc.ca,http://randallgarrison.ndp.ca,Constituency Office,Main office -  Victoria,,Victoria,British Columbia,V9A 1B5,,250-405-6550,250-405-6554,https://www.ourcommons.ca/members/en/randall-garrison(71995),1705764558727
Marie-Hélène Gaudreau,Laurentides—Labelle,MH.Gaudreau@parl.gc.ca,http://mhgaudreau.quebec,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-2289,613-992-6864,https://www.ourcommons.ca/members/en/marie-helene-gaudreau(104806),1705764558727
Marie-Hélène Gaudreau,Laurentides—Labelle,MH.Gaudreau@parl.gc.ca,http://mhgaudreau.quebec,Constituency Office,Main office -  Mont-Laurier,,Mont-Laurier,Quebec,J9L 1T3,,819-440-3091,819-440-3095,https://www.ourcommons.ca/members/en/marie-helene-gaudreau(104806),1705764558727
Marie-Hélène Gaudreau,Laurentides—Labelle,MH.Gaudreau@parl.gc.ca,http://mhgaudreau.quebec,Constituency Office,Sainte-Agathe-des-Monts,,Sainte-Agathe-des-Monts,Quebec,J8C 2J4,,819-326-4724,819-326-2008,https://www.ourcommons.ca/members/en/marie-helene-gaudreau(104806),1705764558727
Leah Gazan,Winnipeg Centre,Leah.Gazan@parl.gc.ca,http://www.leahgazan.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-5308,613-992-2890,https://www.ourcommons.ca/members/en/leah-gazan(87121),1705764558727
Leah Gazan,Winnipeg Centre,Leah.Gazan@parl.gc.ca,http://www.leahgazan.ca,Constituency Office,Main office -  Winnipeg,,Winnipeg,Manitoba,R3E 0C7,,204-984-1675,204-984-1676,https://www.ourcommons.ca/members/en/leah-gazan(87121),1705764558727
Bernard Généreux,Montmagny—L'Islet—Kamouraska—Rivière-du-Loup,bernard.genereux@parl.gc.ca,http://www.bernardgenereux.ca/en,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-0265,613-943-1229,https://www.ourcommons.ca/members/en/bernard-genereux(63908),1705764558727
Bernard Généreux,Montmagny—L'Islet—Kamouraska—Rivière-du-Loup,bernard.genereux@parl.gc.ca,http://www.bernardgenereux.ca/en,Constituency Office,Main office -  Montmagny,,Montmagny,Quebec,G5V 1J7,,418-248-1211,418-248-1244,https://www.ourcommons.ca/members/en/bernard-genereux(63908),1705764558727
Bernard Généreux,Montmagny—L'Islet—Kamouraska—Rivière-du-Loup,bernard.genereux@parl.gc.ca,http://www.bernardgenereux.ca/en,Constituency Office,Riviere-du-loup,,Riviere-du-loup,Quebec,G5R 3A9,,418-868-1280,418-868-1078,https://www.ourcommons.ca/members/en/bernard-genereux(63908),1705764558727
Garnett Genuis,Sherwood Park—Fort Saskatchewan,garnett.genuis@parl.gc.ca,http://www.garnettgenuismp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-3611,613-995-3612,https://www.ourcommons.ca/members/en/garnett-genuis(89226),1705764558727
Garnett Genuis,Sherwood Park—Fort Saskatchewan,garnett.genuis@parl.gc.ca,http://www.garnettgenuismp.ca,Constituency Office,Main office -  Sherwood Park,,Sherwood Park,Alberta,T8A 5V3,,780-467-4944,780-449-1471,https://www.ourcommons.ca/members/en/garnett-genuis(89226),1705764558727
Mark Gerretsen,Kingston and the Islands,mark.gerretsen@parl.gc.ca,http://markgerretsen.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-1955,613-996-1958,https://www.ourcommons.ca/members/en/mark-gerretsen(88802),1705764558727
Mark Gerretsen,Kingston and the Islands,mark.gerretsen@parl.gc.ca,http://markgerretsen.libparl.ca,Constituency Office,Main office -  Kingston,,Kingston,Ontario,K7L 1G7,,613-542-3243,613-542-5461,https://www.ourcommons.ca/members/en/mark-gerretsen(88802),1705764558727
Marilène Gill,Manicouagan,marilene.gill@parl.gc.ca,http://marilenegill.quebec,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-2363,613-996-7954,https://www.ourcommons.ca/members/en/marilene-gill(88538),1705764558727
Marilène Gill,Manicouagan,marilene.gill@parl.gc.ca,http://marilenegill.quebec,Constituency Office,Main office -  Baie-Comeau,,Baie-Comeau,Quebec,G5C 1C8,,418-589-0573,581-508-0124,https://www.ourcommons.ca/members/en/marilene-gill(88538),1705764558727
Marilène Gill,Manicouagan,marilene.gill@parl.gc.ca,http://marilenegill.quebec,Constituency Office,Sept-Îles,,Sept-Îles,Quebec,G4R 4N8,,418-960-1411,418-960-1400,https://www.ourcommons.ca/members/en/marilene-gill(88538),1705764558727
Marilyn Gladu,Sarnia—Lambton,marilyn.gladu@parl.gc.ca,http://www.mpmarilyngladu.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-957-2649,613-957-2655,https://www.ourcommons.ca/members/en/marilyn-gladu(88938),1705764558727
Marilyn Gladu,Sarnia—Lambton,marilyn.gladu@parl.gc.ca,http://www.mpmarilyngladu.ca,Constituency Office,Main office -  Sarnia,,Sarnia,Ontario,N7S 6G5,,519-383-6600,519-383-0609,https://www.ourcommons.ca/members/en/marilyn-gladu(88938),1705764558727
Joël Godin,Portneuf—Jacques-Cartier,joel.godin@parl.gc.ca,,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-2798,613-995-1637,https://www.ourcommons.ca/members/en/joel-godin(89407),1705764558727
Joël Godin,Portneuf—Jacques-Cartier,joel.godin@parl.gc.ca,,Constituency Office,Main office -  Saint-Augustin-de-Desmaures,,Saint-Augustin-de-Desmaures,Quebec,G3A 1G8,,418-870-1571,418-870-1577,https://www.ourcommons.ca/members/en/joel-godin(89407),1705764558727
Laila Goodridge,Fort McMurray—Cold Lake,laila.goodridge@parl.gc.ca,http://lailagoodridgemp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-1154,613-992-4603,https://www.ourcommons.ca/members/en/laila-goodridge(110918),1705764558727
Laila Goodridge,Fort McMurray—Cold Lake,laila.goodridge@parl.gc.ca,http://lailagoodridgemp.ca,Constituency Office,Main office -  Fort McMurray,,Fort McMurray,Alberta,T9H 5C2,,780-743-2201,780-743-2287,https://www.ourcommons.ca/members/en/laila-goodridge(110918),1705764558727
The Honourable Karina Gould,Burlington,karina.gould@parl.gc.ca,http://karinagould.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-0881,613-995-1091,https://www.ourcommons.ca/members/en/karina-gould(88715),1705764558727
The Honourable Karina Gould,Burlington,karina.gould@parl.gc.ca,http://karinagould.libparl.ca,Constituency Office,Main office -  Burlington,,Burlington,Ontario,L7R 3N2,,905-639-5757,905-639-6031,https://www.ourcommons.ca/members/en/karina-gould(88715),1705764558727
Jacques Gourde,Lévis—Lotbinière,jacques.gourde@parl.gc.ca,http://services.jacquesgourde.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-2639,613-992-1018,https://www.ourcommons.ca/members/en/jacques-gourde(35397),1705764558727
Jacques Gourde,Lévis—Lotbinière,jacques.gourde@parl.gc.ca,http://services.jacquesgourde.ca,Constituency Office,Main office -  Lévis,,Lévis,Quebec,G6J 1B7,,418-836-0970,418-836-6177,https://www.ourcommons.ca/members/en/jacques-gourde(35397),1705764558727
Tracy Gray,Kelowna—Lake Country,Tracy.Gray@parl.gc.ca,http://www.tracygraymp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-7006,613-992-7636,https://www.ourcommons.ca/members/en/tracy-gray(105802),1705764558727
Tracy Gray,Kelowna—Lake Country,Tracy.Gray@parl.gc.ca,http://www.tracygraymp.ca,Constituency Office,Main office -  Kelowna,,Kelowna,British Columbia,V1Y 2E6,,250-470-5075,250-470-5077,https://www.ourcommons.ca/members/en/tracy-gray(105802),1705764558727
Matthew Green,Hamilton Centre,Matthew.Green@parl.gc.ca,http://matthewgreen.ndp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-1757,613-992-8356,https://www.ourcommons.ca/members/en/matthew-green(93023),1705764558727
Matthew Green,Hamilton Centre,Matthew.Green@parl.gc.ca,http://matthewgreen.ndp.ca,Constituency Office,Main office -  Hamilton,,Hamilton,Ontario,L8M 1J7,,905-526-0770,905-526-9943,https://www.ourcommons.ca/members/en/matthew-green(93023),1705764558727
The Honourable Steven Guilbeault,Laurier—Sainte-Marie,Steven.Guilbeault@parl.gc.ca,http://stevenguilbeault.libparl.ca/?lang=en,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-6779,613-995-8461,https://www.ourcommons.ca/members/en/steven-guilbeault(14171),1705764558727
The Honourable Steven Guilbeault,Laurier—Sainte-Marie,Steven.Guilbeault@parl.gc.ca,http://stevenguilbeault.libparl.ca/?lang=en,Constituency Office,Main office -  Montréal,,Montréal,Quebec,H2L 4L8,,514-522-1339,514-522-9899,https://www.ourcommons.ca/members/en/steven-guilbeault(14171),1705764558727
The Honourable Patty Hajdu,Thunder Bay—Superior North,patty.hajdu@parl.gc.ca,http://pattyhajdu.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-4792,613-996-9785,https://www.ourcommons.ca/members/en/patty-hajdu(88984),1705764558727
The Honourable Patty Hajdu,Thunder Bay—Superior North,patty.hajdu@parl.gc.ca,http://pattyhajdu.libparl.ca,Constituency Office,Main office -  Thunder Bay,,Thunder Bay,Ontario,P7B 1J3,,807-766-2090,807-766-2094,https://www.ourcommons.ca/members/en/patty-hajdu(88984),1705764558727
Jasraj Singh Hallan,Calgary Forest Lawn,JasrajSingh.Hallan@parl.gc.ca,http://jasrajmp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-947-4566,613-947-4569,https://www.ourcommons.ca/members/en/jasraj-singh-hallan(105630),1705764558727
Jasraj Singh Hallan,Calgary Forest Lawn,JasrajSingh.Hallan@parl.gc.ca,http://jasrajmp.ca,Constituency Office,Main office -  Calgary,,Calgary,Alberta,T2A 6R1,,403-207-3030,403-207-3035,https://www.ourcommons.ca/members/en/jasraj-singh-hallan(105630),1705764558727
Brendan Hanley,Yukon,brendan.hanley@parl.gc.ca,http://brendanhanley.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-9368,613-995-0945,https://www.ourcommons.ca/members/en/brendan-hanley(111109),1705764558727
Brendan Hanley,Yukon,brendan.hanley@parl.gc.ca,http://brendanhanley.libparl.ca,Constituency Office,Main office -  Whitehorse,,Whitehorse,Yukon,Y1A 2M9,,867-668-6565,867-668-6570,https://www.ourcommons.ca/members/en/brendan-hanley(111109),1705764558727
Ken Hardie,Fleetwood—Port Kells,ken.hardie@parl.gc.ca,http://kenhardie.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-2205,613-995-7139,https://www.ourcommons.ca/members/en/ken-hardie(89274),1705764558727
Ken Hardie,Fleetwood—Port Kells,ken.hardie@parl.gc.ca,http://kenhardie.libparl.ca,Constituency Office,Main office -  Surrey,,Surrey,British Columbia,V4N 0V9,,604-501-5900,604-501-5901,https://www.ourcommons.ca/members/en/ken-hardie(89274),1705764558727
Lisa Hepfner,Hamilton Mountain,lisa.hepfner@parl.gc.ca,,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-9389,613-992-7802,https://www.ourcommons.ca/members/en/lisa-hepfner(110446),1705764558727
Lisa Hepfner,Hamilton Mountain,lisa.hepfner@parl.gc.ca,,Constituency Office,Main office -  Hamilton,,Hamilton,Ontario,L8W 1E7,,905-574-3331,905-574-4980,https://www.ourcommons.ca/members/en/lisa-hepfner(110446),1705764558727
Randy Hoback,Prince Albert,randy.hoback@parl.gc.ca,http://www.mprandyhoback.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-3295,613-995-6819,https://www.ourcommons.ca/members/en/randy-hoback(59148),1705764558727
Randy Hoback,Prince Albert,randy.hoback@parl.gc.ca,http://www.mprandyhoback.ca,Constituency Office,Main office -  Prince Albert,,Prince Albert,Saskatchewan,S6V 1G2,,306-953-8622,306-953-8625,https://www.ourcommons.ca/members/en/randy-hoback(59148),1705764558727
Randy Hoback,Prince Albert,randy.hoback@parl.gc.ca,http://www.mprandyhoback.ca,Constituency Office,Nipawin,,Nipawin,Saskatchewan,S0E 1E0,,,,https://www.ourcommons.ca/members/en/randy-hoback(59148),1705764558727
The Honourable Mark Holland,Ajax,mark.holland@parl.gc.ca,http://markholland.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-8042,613-996-1289,https://www.ourcommons.ca/members/en/mark-holland(25508),1705764558727
The Honourable Mark Holland,Ajax,mark.holland@parl.gc.ca,http://markholland.libparl.ca,Constituency Office,Main office -  Ajax,,Ajax,Ontario,L1T 2Z9,,905-426-6808,905-426-9564,https://www.ourcommons.ca/members/en/mark-holland(25508),1705764558727
Anthony Housefather,Mount Royal,anthony.housefather@parl.gc.ca,http://anthonyhousefather.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-0121,613-992-6762,https://www.ourcommons.ca/members/en/anthony-housefather(88558),1705764558727
Anthony Housefather,Mount Royal,anthony.housefather@parl.gc.ca,http://anthonyhousefather.libparl.ca,Constituency Office,Main office -  Montréal,,Montréal,Quebec,H3W 1H2,,514-283-0171,514-283-2407,https://www.ourcommons.ca/members/en/anthony-housefather(88558),1705764558727
Carol Hughes,Algoma—Manitoulin—Kapuskasing,carol.hughes@parl.gc.ca,http://carolhughes.ndp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-5376,613-995-6661,https://www.ourcommons.ca/members/en/carol-hughes(31289),1705764558727
